SourceFile,EXIF:CreateDate,RTF:CreateDate,PDF:CreateDate,FlashPix:CreateDate,File:FileCreateDate,QuickTime:CreateDate,XMP:CreateDate,Composite:DateTimeOriginal,EXIF:DateTimeOriginal,XMP:DateTimeOriginal,XMP:DateTimeDigitized,QuickTime:MediaCreateDate,Composite:SubSecCreateDate,XMP:CreationDate,Matroska:DateTimeOriginal,QuickTime:TrackCreateDate,XML:CreateDate,Composite:SubSecDateTimeOriginal,EXIF:CreateDate_ts,RTF:CreateDate_ts,PDF:CreateDate_ts,FlashPix:CreateDate_ts,File:FileCreateDate_ts,QuickTime:CreateDate_ts,XMP:CreateDate_ts,Composite:DateTimeOriginal_ts,EXIF:DateTimeOriginal_ts,XMP:DateTimeOriginal_ts,XMP:DateTimeDigitized_ts,QuickTime:MediaCreateDate_ts,Composite:SubSecCreateDate_ts,XMP:CreationDate_ts,Matroska:DateTimeOriginal_ts,QuickTime:TrackCreateDate_ts,XML:CreateDate_ts,Composite:SubSecDateTimeOriginal_ts,EarliestTimestamp,EarliestYear
D:/HDD Data/OTHER/Downloads/Firebeatz-Sky-High-Sky-High-Tiesto-Edit._(get-tune.net).mp3,,,,,2025:10:31 17:52:17+01:00,,,,,,,,,,,,,,,,,,1761929537.0,,,,,,,,,,,,,,1761929537.0,2025
D:/HDD Data/OTHER/Downloads/Iggy_Azalea_feat._Charli_XCX_-_Fancy_(Dabin_and_Apashe_Remix)_(PrimeMusic.ru).mp3,,,,,2025:10:31 17:52:33+01:00,,,2014,,,,,,,,,,,,,,,1761929553.0,,,,,,,,,,,,,,1761929553.0,2025
D:/HDD Data/Work PC_2/To Save/Refinitiv - Taz - Main.pptx,,,,,2025:10:31 18:28:25+01:00,,,,,,,,,,,,2018:12:07 11:27:48Z,,,,,,1761931705.0,,,,,,,,,,,,1544182068.0,,1544182068.0,2018
D:/HDD Data/Downloads/Cost per hire by location summary_Nov19 (1).xlsx,,,,,2025:10:31 17:34:14+01:00,,,,,,,,,,,,2019:12:19 11:49:36Z,,,,,,1761928454.0,,,,,,,,,,,,1576756176.0,,1576756176.0,2019
D:/HDD Data/1_uniques/wir01ove.ru.pdf,,,2001:09:17 15:48:11+01:00,,2025:10:31 17:33:28+01:00,,2001:09:17 15:48:11+01:00,,,,,,,2001:09:17 15:48:11+01:00,,,,,,,1000738091.0,,1761928408.0,,1000738091.0,,,,,,,1000738091.0,,,,,1000738091.0,2001
D:/HDD Data/Downloads/All vacancies_Report.xlsx,,,,,2025:10:31 17:34:05+01:00,,,,,,,,,,,,2020:02:28 08:09:59Z,,,,,,1761928445.0,,,,,,,,,,,,1582877399.0,,1582877399.0,2020
D:/HDD Data/Downloads/Hired candidates (1).xlsx,,,,,2025:10:31 17:34:16+01:00,,,,,,,,,,,,2020:02:03 11:37:48Z,,,,,,1761928456.0,,,,,,,,,,,,1580729868.0,,1580729868.0,2020
D:/HDD Data/OTHER/Downloads/Реализация угля_март.xlsx,,,,,2025:10:31 17:53:22+01:00,,,,,,,,,,,,2017:03:01 16:42:19Z,,,,,,1761929602.0,,,,,,,,,,,,1488386539.0,,1488386539.0,2017
D:/HDD Data/Ciklum/Cost per Hire/Cost per Hire planning 02.10.2020.xlsx,,,,,2025:10:31 17:33:35+01:00,,,,,,,,,,,,2020:01:03 10:46:49Z,,,,,,1761928415.0,,,,,,,,,,,,1578048409.0,,1578048409.0,2020
D:/HDD Data/OTHER/Downloads/Kato_and_Safri_Duo_feat._Bjornskov_-_Dimitto_(Let_Go)_(Blasterjaxx_Remix)_(www.primemusic.ru).mp3,,,,,2025:10:31 17:52:38+01:00,,,2013,,,,,,,,,,,,,,,1761929558.0,,,,,,,,,,,,,,1761929558.0,2025
D:/HDD Data/OTHER/Downloads/Швецова - last 05-05 на отправку_new.docx,,,,,2025:10:31 17:53:23+01:00,,,,,,,,,,,,2017:05:05 17:51:00Z,,,,,,1761929603.0,,,,,,,,,,,,1494006660.0,,1494006660.0,2017
D:/HDD Data/1_uniques/files7884283.xls,,,,2012:02:22 12:55:29,2025:10:31 17:33:22+01:00,,,,,,,,,,,,,,,,,1329911729.0,1761928402.0,,,,,,,,,,,,,,1329911729.0,2012
D:/HDD Data/Ciklum/Budget/GWFM budget 2020_w2.xlsx,,,,,2025:10:31 17:33:33+01:00,,,,,,,,,,,,2015:06:05 18:17:20Z,,,,,,1761928413.0,,,,,,,,,,,,1433528240.0,,1433528240.0,2015
D:/HDD Data/Downloads/All vacancies (40).xlsx,,,,,2025:10:31 17:34:04+01:00,,,,,,,,,,,,2020:03:05 10:04:19Z,,,,,,1761928444.0,,,,,,,,,,,,1583402659.0,,1583402659.0,2020
D:/HDD Data/Luxoft/AVALOQ ACTIVITIES/1- Avaloq Draft Global Rate Card Proposal.pdf,,,2018:05:25 19:51:28+03:00,,2025:10:31 17:50:03+01:00,,,,,,,,,,,,,,,,1527267088.0,,1761929403.0,,,,,,,,,,,,,,1527267088.0,2018
D:/HDD Data/OTHER/Downloads/Lana_Del_Rey_-_Once_Upon_A_Dream_(get-tune.net).mp3,,,,,2025:10:31 17:52:40+01:00,,,2014,,,,,,,,,,,,,,,1761929560.0,,,,,,,,,,,,,,1761929560.0,2025
D:/HDD Data/Ciklum/Recruitment KPI/Recruitment&Sourcing incentive scheme_reviewed.pptx,,,,,2025:10:31 17:33:51+01:00,,,,,,,,,,,,2019:01:07 12:11:49Z,,,,,,1761928431.0,,,,,,,,,,,,1546863109.0,,1546863109.0,2019
D:/HDD Data/Downloads/KPI_September.xlsx,,,,,2025:10:31 17:34:17+01:00,,,,,,,,,,,,2020:10:01 18:08:53Z,,,,,,1761928457.0,,,,,,,,,,,,1601575733.0,,1601575733.0,2020
D:/HDD Data/OTHER/Диплом Галаган/The value of innovation is determined by their practicality.docx,,,,,2025:10:31 17:54:46+01:00,,,,,,,,,,,,2013:02:03 21:05:00Z,,,,,,1761929686.0,,,,,,,,,,,,1359925500.0,,1359925500.0,2013
D:/HDD Data/Downloads/2020-09-23_Inmail_Report (1).csv,,,,,2025:10:31 17:34:02+01:00,,,,,,,,,,,,,,,,,,1761928442.0,,,,,,,,,,,,,,1761928442.0,2025
D:/HDD Data/Luxoft/CG Discount Proposal/CG_Discount Proposal_draft_04.07.2019_v1.pptx,,,,,2025:10:31 17:50:44+01:00,,,,,,,,,,,,2018:12:07 11:27:48Z,,,,,,1761929444.0,,,,,,,,,,,,1544182068.0,,1544182068.0,2018
D:/HDD Data/Downloads/All vacancies - 2020-09-22T135242.957.xlsx,,,,,2025:10:31 17:34:05+01:00,,,,,,,,,,,,2020:09:22 10:52:42Z,,,,,,1761928445.0,,,,,,,,,,,,1600771962.0,,1600771962.0,2020
D:/HDD Data/Luxoft/CG Discount Proposal/Financial models - CG - 2 scenarios v10.xlsb,,,,,2025:10:31 17:50:44+01:00,,,,,,,,,,,,2019:03:21 12:26:28Z,,,,,,1761929444.0,,,,,,,,,,,,1553171188.0,,1553171188.0,2019
D:/HDD Data/OTHER/Downloads/Preview_Martin_Garrix_Moti_-_Virus_How_About_Now_(get-tune.net).mp3,,,,,2025:10:31 17:52:53+01:00,,,,,,,,,,,,,,,,,,1761929573.0,,,,,,,,,,,,,,1761929573.0,2025
D:/HDD Data/Downloads/View to Apply_monthly dynamics available.xlsx,,,,,2025:10:31 17:34:27+01:00,,,,,,,,,,,,2020:06:03 11:04:38Z,,,,,,1761928467.0,,,,,,,,,,,,1591182278.0,,1591182278.0,2020
D:/HDD Data/Downloads/Billable vacancies balance dynamics pivot (35).xlsx,,,,,2025:10:31 17:34:10+01:00,,,,,,,,,,,,2020:01:30 11:06:07Z,,,,,,1761928450.0,,,,,,,,,,,,1580382367.0,,1580382367.0,2020
D:/HDD Data/Downloads/Billable vacancies balance dynamics pivot (15).xlsx,,,,,2025:10:31 17:34:10+01:00,,,,,,,,,,,,2020:01:30 10:49:39Z,,,,,,1761928450.0,,,,,,,,,,,,1580381379.0,,1580381379.0,2020
D:/HDD Data/Ciklum/Backlog cleaning/Backlog cleaning.pptx,,,,,2025:10:31 17:33:30+01:00,,,,,,,,,,,,2019:12:02 08:55:46Z,,,,,,1761928410.0,,,,,,,,,,,,1575276946.0,,1575276946.0,2019
D:/HDD Data/Downloads/Candidate Sources_Cost per Hire (54).xlsx,,,,,2025:10:31 17:34:13+01:00,,,,,,,,,,,,2020:07:31 12:00:52Z,,,,,,1761928453.0,,,,,,,,,,,,1596196852.0,,1596196852.0,2020
D:/HDD Data/Downloads/External costs details.xlsx,,,,,2025:10:31 17:34:15+01:00,,,,,,,,,,,,2020:04:07 08:50:51Z,,,,,,1761928455.0,,,,,,,,,,,,1586249451.0,,1586249451.0,2020
D:/HDD Data/Ciklum/Taleo Upgrade/Testing of e-mail parsing functionality in Taleo.docx,,,,,2025:10:31 17:34:01+01:00,,,,,,,,,,,,2020:09:04 07:07:00Z,,,,,,1761928441.0,,,,,,,,,,,,1599203220.0,,1599203220.0,2020
D:/HDD Data/Ciklum/Cost per Hire/Cost per Hire planning_08.07.2020.xlsx,,,,,2025:10:31 17:33:36+01:00,,,,,,,,,,,,2020:01:03 10:46:49Z,,,,,,1761928416.0,,,,,,,,,,,,1578048409.0,,1578048409.0,2020
D:/HDD Data/OTHER/Downloads/Manual Creation QB backup.docx,,,,,2025:10:31 17:52:42+01:00,,,,,,,,,,,,2017:05:22 19:59:00Z,,,,,,1761929562.0,,,,,,,,,,,,1495483140.0,,1495483140.0,2017
D:/HDD Data/OTHER/Downloads/ПК_март_2017_ДТЛ.xlsb,,,,,2025:10:31 17:53:22+01:00,,,,,,,,,,,,2014:11:12 10:51:26Z,,,,,,1761929602.0,,,,,,,,,,,,1415789486.0,,1415789486.0,2014
D:/HDD Data/Luxoft/FS updates/Excelian Offerte für LLB 20181115_v01.pdf,,,2018:11:20 12:24:52+02:00,,2025:10:31 17:50:50+01:00,,,,,,,,,,,,,,,,1542709492.0,,1761929450.0,,,,,,,,,,,,,,1542709492.0,2018
D:/HDD Data/Ciklum/Linkedin Marketing Campaign Test/Analytics Jobs All Traffic 20201013-20201015 (1).xlsx,,,,,2025:10:31 17:33:45+01:00,,,,,,,,,,,,2020:10:15 11:31:54Z,,,,,,1761928425.0,,,,,,,,,,,,1602761514.0,,1602761514.0,2020
D:/HDD Data/Ciklum/Recruitment KPI/Preliminary updated bonus schemes_calculation.xlsx,,,,,2025:10:31 17:33:51+01:00,,,,,,,,,,,,2015:06:05 18:17:20Z,,,,,,1761928431.0,,,,,,,,,,,,1433528240.0,,1433528240.0,2015
D:/HDD Data/Ciklum/McKinsey/COVID-19-Facts-and-Insights-July-6.pdf,,,2020:07:08 15:41:24-05:00,,2025:10:31 17:33:47+01:00,,2020:07:08 15:41:24-05:00,,,,,,,,,,,,,,1594240884.0,,1761928427.0,,1594240884.0,,,,,,,,,,,,1594240884.0,2020
D:/HDD Data/Luxoft/CV/Photo.jpg,,,,,2025:10:31 17:50:45+01:00,,,,,,,,,,,,,,,,,,1761929445.0,,,,,,,,,,,,,,1761929445.0,2025
D:/HDD Data/OTHER/_нина567/WB.xlsx,,,,,2025:10:31 17:54:38+01:00,,,,,,,,,,,,,,,,,,1761929678.0,,,,,,,,,,,,,,1761929678.0,2025
D:/HDD Data/Luxoft/Refinitiv Contracts/2.Amendment to MSA_05.04.2018.pdf,,,2018:04:04 11:13:51-07:00,,2025:10:31 17:50:58+01:00,,2018:04:04 11:13:51-07:00,,,,,,,,,,,,,,1522865631.0,,1761929458.0,,1522865631.0,,,,,,,,,,,,1522865631.0,2018
D:/HDD Data/1_uniques/Spinnin39-Sessions-141-Ummet-Ozcan-Guest-Mix(muzofon.com).mp3,,,,,2025:10:31 17:33:25+01:00,,,2016,,,,,,,,,,,,,,,1761928405.0,,,,,,,,,,,,,,1761928405.0,2025
D:/HDD Data/Downloads/Candidate Sources (4).xlsx,,,,,2025:10:31 17:34:13+01:00,,,,,,,,,,,,2019:12:18 11:54:38Z,,,,,,1761928453.0,,,,,,,,,,,,1576670078.0,,1576670078.0,2019
D:/HDD Data/1_uniques/WP_20160409_17_23_04_Pro.jpg,2016:04:09 17:23:04,,,,2025:10:31 17:33:28+01:00,,,,2016:04:09 17:23:04,,,,,,,,,,1460215384.0,,,,1761928408.0,,,,1460215384.0,,,,,,,,,,1460215384.0,2016
D:/HDD Data/OTHER/Downloads/БП 2017_ДТЛ_финал (1).xlsb,,,,,2025:10:31 17:53:21+01:00,,,,,,,,,,,,2014:08:04 15:33:08Z,,,,,,1761929601.0,,,,,,,,,,,,1407166388.0,,1407166388.0,2014
D:/HDD Data/Downloads/Number of recruiters or sourcers pivot.xlsx,,,,,2025:10:31 17:34:18+01:00,,,,,,,,,,,,2020:01:30 13:23:00Z,,,,,,1761928458.0,,,,,,,,,,,,1580390580.0,,1580390580.0,2020
D:/HDD Data/Downloads/Headcount (25).xlsx,,,,,2025:10:31 17:34:16+01:00,,,,,,,,,,,,2020:07:03 11:35:19+03:00,,,,,,1761928456.0,,,,,,,,,,,,1593765319.0,,1593765319.0,2020
D:/HDD Data/Luxoft/LEXTA PRESENTATION/LEXTA LONG LIST_COMPANIES PROFILES_v4_21.09.2017.pptx,,,,,2025:10:31 17:50:52+01:00,,,,,,,,,,,,2016:09:09 15:08:10Z,,,,,,1761929452.0,,,,,,,,,,,,1473433690.0,,1473433690.0,2016
D:/HDD Data/Downloads/Billable vacancies balance dynamics pivot - 2020-06-01T154223.433.xlsx,,,,,2025:10:31 17:34:11+01:00,,,,,,,,,,,,2020:06:01 12:42:22Z,,,,,,1761928451.0,,,,,,,,,,,,1591015342.0,,1591015342.0,2020
D:/HDD Data/0_duplicates/~$RIGI 150 FTE Y1.xlsm,,,,,2025:10:31 17:33:21+01:00,,,,,,,,,,,,,,,,,,1761928401.0,,,,,,,,,,,,,,1761928401.0,2025
D:/HDD Data/Downloads/Headcount (1).xlsx,,,,,2025:10:31 17:34:16+01:00,,,,,,,,,,,,2020:01:10 16:28:57+02:00,,,,,,1761928456.0,,,,,,,,,,,,1578666537.0,,1578666537.0,2020
D:/HDD Data/Downloads/Recruitment Activity (6).xlsx,,,,,2025:10:31 17:34:20+01:00,,,,,,,,,,,,2019:11:27 11:22:30Z,,,,,,1761928460.0,,,,,,,,,,,,1574853750.0,,1574853750.0,2019
D:/HDD Data/Downloads/Book5 (1).xlsx,,,,,2025:10:31 17:34:12+01:00,,,,,,,,,,,,2020:05:07 13:03:56Z,,,,,,1761928452.0,,,,,,,,,,,,1588856636.0,,1588856636.0,2020
D:/HDD Data/Ciklum/Recruitment budget 2021/Global Recruitment 2021_Recruitment_DH_v5.xlsx,,,,,2025:10:31 17:33:51+01:00,,,,,,,,,,,,2015:06:05 18:17:20Z,,,,,,1761928431.0,,,,,,,,,,,,1433528240.0,,1433528240.0,2015
D:/HDD Data/Luxoft/Tracker - DXC - Luxoft_June 24.xlsx,,,,,2025:10:31 17:49:57+01:00,,,,,,,,,,,,2019:02:10 14:19:31Z,,,,,,1761929397.0,,,,,,,,,,,,1549808371.0,,1549808371.0,2019
D:/HDD Data/OTHER/Downloads/Pitbull_feat._Kelly_Rowland_-_That_High_(www.primemusic.ru).mp3,,,,,2025:10:31 17:52:53+01:00,,,2013,,,,,,,,,,,,,,,1761929573.0,,,,,,,,,,,,,,1761929573.0,2025
D:/HDD Data/OTHER/Downloads/Sander_Van_Doorn_Firebeatz_-_Bazooka_(get-tune.net).mp3,,,,,2025:10:31 17:52:58+01:00,,,,,,,,,,,,,,,,,,1761929578.0,,,,,,,,,,,,,,1761929578.0,2025
D:/HDD Data/Downloads/All vacancies (51).xlsx,,,,,2025:10:31 17:34:04+01:00,,,,,,,,,,,,2020:04:01 09:05:37Z,,,,,,1761928444.0,,,,,,,,,,,,1585731937.0,,1585731937.0,2020
D:/HDD Data/OTHER/Downloads/Dizzee_Rascal_-_Love_This_Town_feat._Teddy_Sky_(get-tune.net).mp3,,,,,2025:10:31 17:52:07+01:00,,,2013,,,,,,,,,,,,,,,1761929527.0,,,,,,,,,,,,,,1761929527.0,2025
D:/HDD Data/1_uniques/WP_20160409_17_13_48_Pro.jpg,2016:04:09 17:13:48,,,,2025:10:31 17:33:28+01:00,,,,2016:04:09 17:13:48,,,,,,,,,,1460214828.0,,,,1761928408.0,,,,1460214828.0,,,,,,,,,,1460214828.0,2016
D:/HDD Data/Ciklum/Candidate Source/Candidate Sources_2016.xlsx,,,,,2025:10:31 17:33:34+01:00,,,,,,,,,,,,2019:12:19 17:01:06Z,,,,,,1761928414.0,,,,,,,,,,,,1576774866.0,,1576774866.0,2019
D:/HDD Data/OTHER/Downloads/Steve_Aoki_ft_Machine_Gun_Kelly_-_Free_The_Madness_2014_(get-tune.net).mp3,,,,,2025:10:31 17:53:09+01:00,,,,,,,,,,,,,,,,,,1761929589.0,,,,,,,,,,,,,,1761929589.0,2025
D:/HDD Data/Downloads/Billable vacancies balance dynamics pivot (93).xlsx,,,,,2025:10:31 17:34:11+01:00,,,,,,,,,,,,2020:05:28 11:10:49Z,,,,,,1761928451.0,,,,,,,,,,,,1590664249.0,,1590664249.0,2020
D:/HDD Data/Downloads/Sourcing Productivity_EF_KA_IT_04112019.xlsx,,,,,2025:10:31 17:34:24+01:00,,,,,,,,,,,,,,,,,,1761928464.0,,,,,,,,,,,,,,1761928464.0,2025
D:/HDD Data/Luxoft/Re   Service Desk  Updated  (SD-1439406) Could you please grant me an access to the salesforce.msg,,,,,2025:10:31 17:49:57+01:00,,,,,,,,,,,,,,,,,,1761929397.0,,,,,,,,,,,,,,1761929397.0,2025
D:/HDD Data/Downloads/Researchers KPI (15).xlsx,,,,,2025:10:31 17:34:21+01:00,,,,,,,,,,,,2019:12:27 14:56:33Z,,,,,,1761928461.0,,,,,,,,,,,,1577458593.0,,1577458593.0,2019
D:/HDD Data/Downloads/2020-09-23_Inmail_Report.csv,,,,,2025:10:31 17:34:02+01:00,,,,,,,,,,,,,,,,,,1761928442.0,,,,,,,,,,,,,,1761928442.0,2025
D:/HDD Data/Downloads/Researchers KPI (52).xlsx,,,,,2025:10:31 17:34:22+01:00,,,,,,,,,,,,2020:05:04 10:17:20Z,,,,,,1761928462.0,,,,,,,,,,,,1588587440.0,,1588587440.0,2020
D:/HDD Data/OTHER/Downloads/Kwala-Kidz-The-One-Original-Mix(muzofon.com).mp3,,,,,2025:10:31 17:52:39+01:00,,,,,,,,,,,,,,,,,,1761929559.0,,,,,,,,,,,,,,1761929559.0,2025
D:/HDD Data/OTHER/Фильмы/Spjashie.1996.x264.HDTVRip.mkv,,,,,2025:10:31 18:16:45+01:00,,,,,,,,,,2009:10:05 22:17:06Z,,,,,,,,1761931005.0,,,,,,,,,,1254781026.0,,,,1254781026.0,2009
D:/HDD Data/Downloads/Researchers KPI (1).xlsx,,,,,2025:10:31 17:34:21+01:00,,,,,,,,,,,,2019:12:03 13:21:53Z,,,,,,1761928461.0,,,,,,,,,,,,1575379313.0,,1575379313.0,2019
D:/HDD Data/Ciklum/Different Statistics/Recruitment Action plan.xlsx,,,,,2025:10:31 17:33:42+01:00,,,,,,,,,,,,2020:09:22 09:15:11Z,,,,,,1761928422.0,,,,,,,,,,,,1600766111.0,,1600766111.0,2020
D:/HDD Data/1_uniques/Estimate (Sales Tax Preference=off.iif,,,,,2025:10:31 17:33:22+01:00,,,,,,,,,,,,,,,,,,1761928402.0,,,,,,,,,,,,,,1761928402.0,2025
D:/HDD Data/Downloads/Recruitment budget 2020_f (1).xlsx,,,,,2025:10:31 17:34:20+01:00,,,,,,,,,,,,2015:06:05 18:17:20Z,,,,,,1761928460.0,,,,,,,,,,,,1433528240.0,,1433528240.0,2015
D:/HDD Data/OTHER/Прайс/прайс для клиентов.xls,,,,2011:07:05 09:12:51,2025:10:31 17:57:46+01:00,,,,,,,,,,,,,,,,,1309849971.0,1761929866.0,,,,,,,,,,,,,,1309849971.0,2011
D:/HDD Data/Luxoft/CV/Dmitriy Galagan (CV eng)_19.03.2019.docx,,,,,2025:10:31 17:50:45+01:00,,,,,,,,,,,,2019:03:19 15:58:00Z,,,,,,1761929445.0,,,,,,,,,,,,1553011080.0,,1553011080.0,2019
D:/HDD Data/Luxoft/UA PL RO MX/Rate card.pptx,,,,,2025:10:31 17:51:00+01:00,,,,,,,,,,,,2017:10:17 08:55:30Z,,,,,,1761929460.0,,,,,,,,,,,,1508230530.0,,1508230530.0,2017
D:/HDD Data/OTHER/Downloads/Stereo_Palma_feat._Craig_David_-_Our_Love_Myon_And_Shane_54_Summer_Of_Love_Radio_Edit_(get-tune.net).mp3,,,,,2025:10:31 17:53:07+01:00,,,2012:15:06,,,,,,,,,,,,,,,1761929587.0,,,,,,,,,,,,,,1761929587.0,2025
D:/HDD Data/Downloads/Researchers KPI (14).xlsx,,,,,2025:10:31 17:34:21+01:00,,,,,,,,,,,,2019:12:26 10:56:23Z,,,,,,1761928461.0,,,,,,,,,,,,1577357783.0,,1577357783.0,2019
D:/HDD Data/OTHER/Downloads/d9278277-3177-4e8e-a4ba-ef356bbe9439.xls,,,,,2025:10:31 17:52:01+01:00,,,,,,,,,,,,,,,,,,1761929521.0,,,,,,,,,,,,,,1761929521.0,2025
D:/HDD Data/Downloads/Candidate Sources (26).xlsx,,,,,2025:10:31 17:34:12+01:00,,,,,,,,,,,,2020:07:23 12:55:28Z,,,,,,1761928452.0,,,,,,,,,,,,1595508928.0,,1595508928.0,2020
D:/HDD Data/Ciklum/Salary ranges check/Jan-20 hired + starters_salary analysis.xlsx,,,,,2025:10:31 17:33:52+01:00,,,,,,,,,,,,2020:02:11 12:09:53Z,,,,,,1761928432.0,,,,,,,,,,,,1581422993.0,,1581422993.0,2020
D:/HDD Data/OTHER/Конкурс/p_98_102.pdf,,,2013:05:18 12:12:41+03:00,,2025:10:31 17:54:47+01:00,,,,,,,,,,,,,,,,1368868361.0,,1761929687.0,,,,,,,,,,,,,,1368868361.0,2013
D:/HDD Data/OTHER/Downloads/Dash_Berlin_ft._Chris_Madin_-_Fool_For_Life_Dash_Berlin_4am_Mix_(get-tune.net).mp3,,,,,2025:10:31 17:52:02+01:00,,,,,,,,,,,,,,,,,,1761929522.0,,,,,,,,,,,,,,1761929522.0,2025
D:/HDD Data/Downloads/All vacancies (81).xlsx,,,,,2025:10:31 17:34:04+01:00,,,,,,,,,,,,2020:06:15 11:52:27Z,,,,,,1761928444.0,,,,,,,,,,,,1592221947.0,,1592221947.0,2020
D:/HDD Data/Ciklum/CV to close vacancy/CVs to close vacancy_07.12.2019_cleaned_Sourcing Teams breakdown.xlsb,,,,,2025:10:31 17:33:40+01:00,,,,,,,,,,,,2019:11:27 10:21:34Z,,,,,,1761928420.0,,,,,,,,,,,,1574850094.0,,1574850094.0,2019
D:/HDD Data/Luxoft/FS updates/Excelian - CSA AMER_Delivery Pool_RFP_2019-wave2.pdf,,,2019:04:23 19:03:48+03:00,,2025:10:31 17:50:49+01:00,,,,,,,,,,,,,,,,1556035428.0,,1761929449.0,,,,,,,,,,,,,,1556035428.0,2019
D:/HDD Data/OTHER/Downloads/us_gdptotal_86307501813269.xls,,,,2016:01:17 21:35:37,2025:10:31 17:53:14+01:00,,,,,,,,,,,,,,,,,1453062937.0,1761929594.0,,,,,,,,,,,,,,1453062937.0,2016
D:/HDD Data/Luxoft/FS updates/CPPIB_OMS.pdf,,,2019:05:14 15:06:15+03:00,,2025:10:31 17:50:49+01:00,,,,,,,,,,,,,,,,1557835575.0,,1761929449.0,,,,,,,,,,,,,,1557835575.0,2019
D:/HDD Data/Ciklum/Cost per Hire/Cost per Hire planning_22.06.2020.xlsx,,,,,2025:10:31 17:33:37+01:00,,,,,,,,,,,,2020:01:03 10:46:49Z,,,,,,1761928417.0,,,,,,,,,,,,1578048409.0,,1578048409.0,2020
D:/HDD Data/1_uniques/топливно-энергетический комплекс.pdf,,,2008:02:01 13:35:11+02:00,,2025:10:31 17:33:29+01:00,,2008:02:01 13:35:11+02:00,,,,,,,,,,,,,,1201865711.0,,1761928409.0,,1201865711.0,,,,,,,,,,,,1201865711.0,2008
D:/HDD Data/Luxoft/20M business case/Financial model_20M_17.04.2019_v34.xlsb,,,,,2025:10:31 17:50:00+01:00,,,,,,,,,,,,2006:09:16 00:00:00Z,,,,,,1761929400.0,,,,,,,,,,,,1158364800.0,,1158364800.0,2006
D:/HDD Data/OTHER/Downloads/Dr._Alban_feat._Jessica_Folcker_-_Around_The_World_(PrimeMusic.ru).mp3,,,,,2025:10:31 17:52:13+01:00,,,2014,,,,,,,,,,,,,,,1761929533.0,,,,,,,,,,,,,,1761929533.0,2025
D:/HDD Data/1_uniques/WP_20160409_16_43_15_Pro.jpg,2016:04:09 16:43:14,,,,2025:10:31 17:33:28+01:00,,,,2016:04:09 16:43:14,,,,,,,,,,1460212994.0,,,,1761928408.0,,,,1460212994.0,,,,,,,,,,1460212994.0,2016
D:/HDD Data/OTHER/Downloads/ves_assortiment.rar,,,,,2025:10:31 17:53:14+01:00,,,,,,,,,,,,,,,,,,1761929594.0,,,,,,,,,,,,,,1761929594.0,2025
D:/HDD Data/OTHER/Downloads/Michael_Woods_feat._Ester_Dean_-_We_ve_Only_Just_Begun_Radio_Edit_(get-tune.net).mp3,,,,,2025:10:31 17:52:47+01:00,,,,,,,,,,,,,,,,,,1761929567.0,,,,,,,,,,,,,,1761929567.0,2025
D:/HDD Data/OTHER/Downloads/Sia_-_Chandelier_(get-tune.net).mp3,,,,,2025:10:31 17:53:00+01:00,,,2014,,,,,,,,,,,,,,,1761929580.0,,,,,,,,,,,,,,1761929580.0,2025
D:/HDD Data/OTHER/Downloads/Pitbull_feat._Mohombi_-_Sun_In_California_(www.primemusic.ru).mp3,,,,,2025:10:31 17:52:53+01:00,,,2013,,,,,,,,,,,,,,,1761929573.0,,,,,,,,,,,,,,1761929573.0,2025
D:/HDD Data/OTHER/Фильмы/Gran.Torino.x264.720p.tRuAVC.mkv,,,,,2025:10:31 18:02:54+01:00,,,,,,,,,,2009:06:07 12:12:45Z,,,,,,,,1761930174.0,,,,,,,,,,1244376765.0,,,,1244376765.0,2009
D:/HDD Data/OTHER/Downloads/Ice_Cube_feat._2_Chainz_and_RedFoo_-_Drop_Girl_(PrimeMusic.ru).mp3,,,,,2025:10:31 17:52:32+01:00,,,2014,,,,,,,,,,,,,,,1761929552.0,,,,,,,,,,,,,,1761929552.0,2025
D:/HDD Data/OTHER/Downloads/Mind_Vortex_-_Alive_-_Mind_Vortex_-_Alive_(get-tune.net).mp3,,,,,2025:10:31 17:52:48+01:00,,,2013,,,,,,,,,,,,,,,1761929568.0,,,,,,,,,,,,,,1761929568.0,2025
D:/HDD Data/Downloads/Billable vacancies balance dynamics pivot - 2020-10-12T154210.657.xlsx,,,,,2025:10:31 17:34:11+01:00,,,,,,,,,,,,2020:10:12 12:42:09Z,,,,,,1761928451.0,,,,,,,,,,,,1602506529.0,,1602506529.0,2020
D:/HDD Data/OTHER/Downloads/уголь газ_май_03-05-2017.xlsx,,,,,2025:10:31 17:53:22+01:00,,,,,,,,,,,,2017:04:06 06:48:15Z,,,,,,1761929602.0,,,,,,,,,,,,1491461295.0,,1491461295.0,2017
D:/HDD Data/Downloads/Additional Payments February'20.xlsx,,,,,2025:10:31 17:34:03+01:00,,,,,,,,,,,,2015:08:25 10:54:45Z,,,,,,1761928443.0,,,,,,,,,,,,1440500085.0,,1440500085.0,2015
D:/HDD Data/Ciklum/Recruitment KPI/Int. Locations_HC_2019.xlsx,,,,,2025:10:31 17:33:51+01:00,,,,,,,,,,,,2020:01:15 13:25:12Z,,,,,,1761928431.0,,,,,,,,,,,,1579094712.0,,1579094712.0,2020
